,country,date,variant,num_sequences,perc_sequences,num_sequences_total
58944,Morocco,2020-05-11,Alpha,0,0.0,25
58949,Morocco,2020-05-11,B.1.177,0,0.0,25
58955,Morocco,2020-05-11,Delta,0,0.0,25
58963,Morocco,2020-05-11,Omicron,0,0.0,25
58967,Morocco,2020-05-11,non_who,25,100.0,25
58968,Morocco,2020-05-25,Alpha,0,0.0,3
58973,Morocco,2020-05-25,B.1.177,0,0.0,3
58979,Morocco,2020-05-25,Delta,0,0.0,3
58987,Morocco,2020-05-25,Omicron,0,0.0,3
58991,Morocco,2020-05-25,non_who,3,100.0,3
58992,Morocco,2020-06-08,Alpha,0,0.0,1
58997,Morocco,2020-06-08,B.1.177,0,0.0,1
59003,Morocco,2020-06-08,Delta,0,0.0,1
59011,Morocco,2020-06-08,Omicron,0,0.0,1
59015,Morocco,2020-06-08,non_who,1,100.0,1
59016,Morocco,2020-06-22,Alpha,0,0.0,1
59021,Morocco,2020-06-22,B.1.177,0,0.0,1
59027,Morocco,2020-06-22,Delta,0,0.0,1
59035,Morocco,2020-06-22,Omicron,0,0.0,1
59039,Morocco,2020-06-22,non_who,1,100.0,1
59040,Morocco,2020-07-06,Alpha,0,0.0,2
59045,Morocco,2020-07-06,B.1.177,0,0.0,2
59051,Morocco,2020-07-06,Delta,0,0.0,2
59059,Morocco,2020-07-06,Omicron,0,0.0,2
59063,Morocco,2020-07-06,non_who,2,100.0,2
59064,Morocco,2020-07-20,Alpha,0,0.0,19
59069,Morocco,2020-07-20,B.1.177,0,0.0,19
59075,Morocco,2020-07-20,Delta,0,0.0,19
59083,Morocco,2020-07-20,Omicron,0,0.0,19
59087,Morocco,2020-07-20,non_who,19,100.0,19
59088,Morocco,2020-08-17,Alpha,0,0.0,2
59093,Morocco,2020-08-17,B.1.177,0,0.0,2
59099,Morocco,2020-08-17,Delta,0,0.0,2
59107,Morocco,2020-08-17,Omicron,0,0.0,2
59111,Morocco,2020-08-17,non_who,2,100.0,2
59112,Morocco,2020-09-28,Alpha,0,0.0,2
59117,Morocco,2020-09-28,B.1.177,0,0.0,2
59123,Morocco,2020-09-28,Delta,0,0.0,2
59131,Morocco,2020-09-28,Omicron,0,0.0,2
59135,Morocco,2020-09-28,non_who,2,100.0,2
59136,Morocco,2020-11-09,Alpha,0,0.0,1
59141,Morocco,2020-11-09,B.1.177,0,0.0,1
59147,Morocco,2020-11-09,Delta,0,0.0,1
59155,Morocco,2020-11-09,Omicron,0,0.0,1
59159,Morocco,2020-11-09,non_who,1,100.0,1
59160,Morocco,2020-12-21,Alpha,0,0.0,26
59165,Morocco,2020-12-21,B.1.177,1,3.85,26
59171,Morocco,2020-12-21,Delta,0,0.0,26
59179,Morocco,2020-12-21,Omicron,0,0.0,26
59183,Morocco,2020-12-21,non_who,26,100.0,26
59184,Morocco,2021-01-04,Alpha,0,0.0,15
59189,Morocco,2021-01-04,B.1.177,2,13.33,15
59195,Morocco,2021-01-04,Delta,0,0.0,15
59203,Morocco,2021-01-04,Omicron,0,0.0,15
59207,Morocco,2021-01-04,non_who,15,100.0,15
59208,Morocco,2021-01-11,Alpha,1,4.55,22
59213,Morocco,2021-01-11,B.1.177,4,18.18,22
59219,Morocco,2021-01-11,Delta,0,0.0,22
59227,Morocco,2021-01-11,Omicron,0,0.0,22
59231,Morocco,2021-01-11,non_who,21,95.45,22
59232,Morocco,2021-01-25,Alpha,0,0.0,1
59237,Morocco,2021-01-25,B.1.177,0,0.0,1
59243,Morocco,2021-01-25,Delta,0,0.0,1
59251,Morocco,2021-01-25,Omicron,0,0.0,1
59255,Morocco,2021-01-25,non_who,1,100.0,1
59256,Morocco,2021-02-08,Alpha,1,25.0,4
59261,Morocco,2021-02-08,B.1.177,0,0.0,4
59267,Morocco,2021-02-08,Delta,0,0.0,4
59275,Morocco,2021-02-08,Omicron,0,0.0,4
59279,Morocco,2021-02-08,non_who,3,75.0,4
59280,Morocco,2021-03-08,Alpha,16,94.12,17
59285,Morocco,2021-03-08,B.1.177,0,0.0,17
59291,Morocco,2021-03-08,Delta,0,0.0,17
59299,Morocco,2021-03-08,Omicron,0,0.0,17
59303,Morocco,2021-03-08,non_who,0,0.0,17
59304,Morocco,2021-03-22,Alpha,24,100.0,24
59309,Morocco,2021-03-22,B.1.177,0,0.0,24
59315,Morocco,2021-03-22,Delta,0,0.0,24
59323,Morocco,2021-03-22,Omicron,0,0.0,24
59327,Morocco,2021-03-22,non_who,0,0.0,24
59328,Morocco,2021-04-05,Alpha,14,77.78,18
59333,Morocco,2021-04-05,B.1.177,0,0.0,18
59339,Morocco,2021-04-05,Delta,0,0.0,18
59347,Morocco,2021-04-05,Omicron,0,0.0,18
59351,Morocco,2021-04-05,non_who,4,22.22,18
59352,Morocco,2021-04-19,Alpha,19,95.0,20
59357,Morocco,2021-04-19,B.1.177,0,0.0,20
59363,Morocco,2021-04-19,Delta,0,0.0,20
59371,Morocco,2021-04-19,Omicron,0,0.0,20
59375,Morocco,2021-04-19,non_who,1,5.0,20
59376,Morocco,2021-05-03,Alpha,3,60.0,5
59381,Morocco,2021-05-03,B.1.177,0,0.0,5
59387,Morocco,2021-05-03,Delta,1,20.0,5
59395,Morocco,2021-05-03,Omicron,0,0.0,5
59399,Morocco,2021-05-03,non_who,0,0.0,5
59400,Morocco,2021-05-31,Alpha,1,100.0,1
59405,Morocco,2021-05-31,B.1.177,0,0.0,1
59411,Morocco,2021-05-31,Delta,0,0.0,1
59419,Morocco,2021-05-31,Omicron,0,0.0,1
59423,Morocco,2021-05-31,non_who,0,0.0,1
59424,Morocco,2021-06-14,Alpha,1,100.0,1
59429,Morocco,2021-06-14,B.1.177,0,0.0,1
59435,Morocco,2021-06-14,Delta,0,0.0,1
59443,Morocco,2021-06-14,Omicron,0,0.0,1
59447,Morocco,2021-06-14,non_who,0,0.0,1
59448,Morocco,2021-06-28,Alpha,3,42.86,7
59453,Morocco,2021-06-28,B.1.177,0,0.0,7
59459,Morocco,2021-06-28,Delta,2,28.57,7
59467,Morocco,2021-06-28,Omicron,0,0.0,7
59471,Morocco,2021-06-28,non_who,1,14.28,7
59472,Morocco,2021-07-12,Alpha,1,11.11,9
59477,Morocco,2021-07-12,B.1.177,0,0.0,9
59483,Morocco,2021-07-12,Delta,5,55.56,9
59491,Morocco,2021-07-12,Omicron,0,0.0,9
59495,Morocco,2021-07-12,non_who,1,11.11,9
59496,Morocco,2021-07-26,Alpha,9,29.03,31
59501,Morocco,2021-07-26,B.1.177,0,0.0,31
59507,Morocco,2021-07-26,Delta,22,70.97,31
59515,Morocco,2021-07-26,Omicron,0,0.0,31
59519,Morocco,2021-07-26,non_who,0,0.0,31
59520,Morocco,2021-09-06,Alpha,0,0.0,45
59525,Morocco,2021-09-06,B.1.177,0,0.0,45
59531,Morocco,2021-09-06,Delta,45,100.0,45
59539,Morocco,2021-09-06,Omicron,0,0.0,45
59543,Morocco,2021-09-06,non_who,0,0.0,45
59544,Morocco,2021-09-20,Alpha,0,0.0,15
59549,Morocco,2021-09-20,B.1.177,0,0.0,15
59555,Morocco,2021-09-20,Delta,15,100.0,15
59563,Morocco,2021-09-20,Omicron,0,0.0,15
59567,Morocco,2021-09-20,non_who,0,0.0,15
59568,Morocco,2021-10-04,Alpha,0,0.0,2
59573,Morocco,2021-10-04,B.1.177,0,0.0,2
59579,Morocco,2021-10-04,Delta,2,100.0,2
59587,Morocco,2021-10-04,Omicron,0,0.0,2
59591,Morocco,2021-10-04,non_who,0,0.0,2
59592,Morocco,2021-10-18,Alpha,0,0.0,26
59597,Morocco,2021-10-18,B.1.177,0,0.0,26
59603,Morocco,2021-10-18,Delta,26,100.0,26
59611,Morocco,2021-10-18,Omicron,0,0.0,26
59615,Morocco,2021-10-18,non_who,0,0.0,26
59616,Morocco,2021-11-01,Alpha,0,0.0,20
59621,Morocco,2021-11-01,B.1.177,0,0.0,20
59627,Morocco,2021-11-01,Delta,20,100.0,20
59635,Morocco,2021-11-01,Omicron,0,0.0,20
59639,Morocco,2021-11-01,non_who,0,0.0,20
59640,Morocco,2021-11-15,Alpha,0,0.0,8
59645,Morocco,2021-11-15,B.1.177,0,0.0,8
59651,Morocco,2021-11-15,Delta,8,100.0,8
59659,Morocco,2021-11-15,Omicron,0,0.0,8
59663,Morocco,2021-11-15,non_who,0,0.0,8
59664,Morocco,2021-11-29,Alpha,0,0.0,9
59669,Morocco,2021-11-29,B.1.177,0,0.0,9
59675,Morocco,2021-11-29,Delta,9,100.0,9
59683,Morocco,2021-11-29,Omicron,0,0.0,9
59687,Morocco,2021-11-29,non_who,0,0.0,9
59688,Morocco,2021-12-13,Alpha,0,0.0,2
59693,Morocco,2021-12-13,B.1.177,0,0.0,2
59699,Morocco,2021-12-13,Delta,2,100.0,2
59707,Morocco,2021-12-13,Omicron,0,0.0,2
59711,Morocco,2021-12-13,non_who,0,0.0,2
59712,Morocco,2021-12-27,Alpha,0,0.0,16
59717,Morocco,2021-12-27,B.1.177,0,0.0,16
59723,Morocco,2021-12-27,Delta,1,6.25,16
59731,Morocco,2021-12-27,Omicron,15,93.75,16
59735,Morocco,2021-12-27,non_who,0,0.0,16
59736,Mozambique,2020-07-20,Alpha,0,0.0,7
59741,Mozambique,2020-07-20,B.1.177,0,0.0,7
59747,Mozambique,2020-07-20,Delta,0,0.0,7
59755,Mozambique,2020-07-20,Omicron,0,0.0,7
59759,Mozambique,2020-07-20,non_who,7,100.0,7
59760,Mozambique,2020-08-17,Alpha,0,0.0,1
59765,Mozambique,2020-08-17,B.1.177,0,0.0,1
59771,Mozambique,2020-08-17,Delta,0,0.0,1
59779,Mozambique,2020-08-17,Omicron,0,0.0,1
59783,Mozambique,2020-08-17,non_who,1,100.0,1
59784,Mozambique,2020-08-31,Alpha,0,0.0,10
59789,Mozambique,2020-08-31,B.1.177,0,0.0,10
59795,Mozambique,2020-08-31,Delta,0,0.0,10
59803,Mozambique,2020-08-31,Omicron,0,0.0,10
59807,Mozambique,2020-08-31,non_who,4,40.0,10
59808,Mozambique,2020-09-14,Alpha,0,0.0,5
59813,Mozambique,2020-09-14,B.1.177,0,0.0,5
59819,Mozambique,2020-09-14,Delta,0,0.0,5
59827,Mozambique,2020-09-14,Omicron,0,0.0,5
59831,Mozambique,2020-09-14,non_who,5,100.0,5
59832,Mozambique,2020-09-28,Alpha,0,0.0,5
59837,Mozambique,2020-09-28,B.1.177,0,0.0,5
59843,Mozambique,2020-09-28,Delta,0,0.0,5
59851,Mozambique,2020-09-28,Omicron,0,0.0,5
59855,Mozambique,2020-09-28,non_who,4,80.0,5
59856,Mozambique,2020-10-12,Alpha,0,0.0,13
59861,Mozambique,2020-10-12,B.1.177,0,0.0,13
59867,Mozambique,2020-10-12,Delta,0,0.0,13
59875,Mozambique,2020-10-12,Omicron,0,0.0,13
59879,Mozambique,2020-10-12,non_who,8,61.54,13
59880,Mozambique,2020-10-26,Alpha,0,0.0,2
59885,Mozambique,2020-10-26,B.1.177,0,0.0,2
59891,Mozambique,2020-10-26,Delta,0,0.0,2
59899,Mozambique,2020-10-26,Omicron,0,0.0,2
59903,Mozambique,2020-10-26,non_who,0,0.0,2
59904,Mozambique,2020-11-09,Alpha,0,0.0,32
59909,Mozambique,2020-11-09,B.1.177,0,0.0,32
59915,Mozambique,2020-11-09,Delta,0,0.0,32
59923,Mozambique,2020-11-09,Omicron,0,0.0,32
59927,Mozambique,2020-11-09,non_who,5,15.62,32
59928,Mozambique,2020-11-23,Alpha,0,0.0,11
59933,Mozambique,2020-11-23,B.1.177,0,0.0,11
59939,Mozambique,2020-11-23,Delta,0,0.0,11
59947,Mozambique,2020-11-23,Omicron,0,0.0,11
59951,Mozambique,2020-11-23,non_who,7,63.64,11
59952,Mozambique,2020-12-07,Alpha,0,0.0,29
59957,Mozambique,2020-12-07,B.1.177,0,0.0,29
59963,Mozambique,2020-12-07,Delta,0,0.0,29
59971,Mozambique,2020-12-07,Omicron,0,0.0,29
59975,Mozambique,2020-12-07,non_who,29,100.0,29
59976,Mozambique,2020-12-21,Alpha,0,0.0,11
59981,Mozambique,2020-12-21,B.1.177,0,0.0,11
59987,Mozambique,2020-12-21,Delta,0,0.0,11
59995,Mozambique,2020-12-21,Omicron,0,0.0,11
59999,Mozambique,2020-12-21,non_who,9,81.82,11
60000,Mozambique,2021-01-04,Alpha,0,0.0,30
60005,Mozambique,2021-01-04,B.1.177,0,0.0,30
60011,Mozambique,2021-01-04,Delta,0,0.0,30
60019,Mozambique,2021-01-04,Omicron,0,0.0,30
60023,Mozambique,2021-01-04,non_who,21,70.0,30
60024,Mozambique,2021-01-11,Alpha,0,0.0,31
60029,Mozambique,2021-01-11,B.1.177,0,0.0,31
60035,Mozambique,2021-01-11,Delta,0,0.0,31
60043,Mozambique,2021-01-11,Omicron,0,0.0,31
60047,Mozambique,2021-01-11,non_who,11,35.48,31
60048,Mozambique,2021-01-25,Alpha,0,0.0,104
60053,Mozambique,2021-01-25,B.1.177,0,0.0,104
60059,Mozambique,2021-01-25,Delta,0,0.0,104
60067,Mozambique,2021-01-25,Omicron,0,0.0,104
60071,Mozambique,2021-01-25,non_who,12,11.54,104
60072,Mozambique,2021-02-08,Alpha,0,0.0,42
60077,Mozambique,2021-02-08,B.1.177,0,0.0,42
60083,Mozambique,2021-02-08,Delta,0,0.0,42
60091,Mozambique,2021-02-08,Omicron,0,0.0,42
60095,Mozambique,2021-02-08,non_who,3,7.14,42
60096,Mozambique,2021-02-22,Alpha,0,0.0,47
60101,Mozambique,2021-02-22,B.1.177,0,0.0,47
60107,Mozambique,2021-02-22,Delta,0,0.0,47
60115,Mozambique,2021-02-22,Omicron,0,0.0,47
60119,Mozambique,2021-02-22,non_who,2,4.26,47
60120,Mozambique,2021-03-08,Alpha,0,0.0,22
60125,Mozambique,2021-03-08,B.1.177,0,0.0,22
60131,Mozambique,2021-03-08,Delta,0,0.0,22
60139,Mozambique,2021-03-08,Omicron,0,0.0,22
60143,Mozambique,2021-03-08,non_who,0,0.0,22
60144,Mozambique,2021-03-22,Alpha,0,0.0,83
60149,Mozambique,2021-03-22,B.1.177,0,0.0,83
60155,Mozambique,2021-03-22,Delta,0,0.0,83
60163,Mozambique,2021-03-22,Omicron,0,0.0,83
60167,Mozambique,2021-03-22,non_who,27,32.53,83
60168,Mozambique,2021-04-05,Alpha,0,0.0,11
60173,Mozambique,2021-04-05,B.1.177,0,0.0,11
60179,Mozambique,2021-04-05,Delta,0,0.0,11
60187,Mozambique,2021-04-05,Omicron,0,0.0,11
60191,Mozambique,2021-04-05,non_who,0,0.0,11
60192,Mozambique,2021-04-19,Alpha,0,0.0,9
60197,Mozambique,2021-04-19,B.1.177,0,0.0,9
60203,Mozambique,2021-04-19,Delta,0,0.0,9
60211,Mozambique,2021-04-19,Omicron,0,0.0,9
60215,Mozambique,2021-04-19,non_who,1,11.11,9
60216,Mozambique,2021-05-03,Alpha,1,5.0,20
60221,Mozambique,2021-05-03,B.1.177,0,0.0,20
60227,Mozambique,2021-05-03,Delta,0,0.0,20
60235,Mozambique,2021-05-03,Omicron,0,0.0,20
60239,Mozambique,2021-05-03,non_who,2,10.0,20
60240,Mozambique,2021-05-17,Alpha,1,11.11,9
60245,Mozambique,2021-05-17,B.1.177,0,0.0,9
60251,Mozambique,2021-05-17,Delta,3,33.33,9
60259,Mozambique,2021-05-17,Omicron,0,0.0,9
60263,Mozambique,2021-05-17,non_who,2,22.23,9
60264,Mozambique,2021-05-31,Alpha,0,0.0,12
60269,Mozambique,2021-05-31,B.1.177,0,0.0,12
60275,Mozambique,2021-05-31,Delta,4,33.33,12
60283,Mozambique,2021-05-31,Omicron,0,0.0,12
60287,Mozambique,2021-05-31,non_who,0,0.0,12
60288,Mozambique,2021-06-14,Alpha,0,0.0,8
60293,Mozambique,2021-06-14,B.1.177,0,0.0,8
60299,Mozambique,2021-06-14,Delta,3,37.5,8
60307,Mozambique,2021-06-14,Omicron,0,0.0,8
60311,Mozambique,2021-06-14,non_who,0,0.0,8
60312,Mozambique,2021-06-28,Alpha,0,0.0,114
60317,Mozambique,2021-06-28,B.1.177,0,0.0,114
60323,Mozambique,2021-06-28,Delta,110,96.49,114
60331,Mozambique,2021-06-28,Omicron,0,0.0,114
60335,Mozambique,2021-06-28,non_who,1,0.88,114
60336,Mozambique,2021-07-12,Alpha,0,0.0,109
60341,Mozambique,2021-07-12,B.1.177,0,0.0,109
60347,Mozambique,2021-07-12,Delta,109,100.0,109
60355,Mozambique,2021-07-12,Omicron,0,0.0,109
60359,Mozambique,2021-07-12,non_who,0,0.0,109
60360,Mozambique,2021-07-26,Alpha,0,0.0,64
60365,Mozambique,2021-07-26,B.1.177,0,0.0,64
60371,Mozambique,2021-07-26,Delta,64,100.0,64
60379,Mozambique,2021-07-26,Omicron,0,0.0,64
60383,Mozambique,2021-07-26,non_who,0,0.0,64
60384,Mozambique,2021-08-09,Alpha,0,0.0,24
60389,Mozambique,2021-08-09,B.1.177,0,0.0,24
60395,Mozambique,2021-08-09,Delta,24,100.0,24
60403,Mozambique,2021-08-09,Omicron,0,0.0,24
60407,Mozambique,2021-08-09,non_who,0,0.0,24
60408,Mozambique,2021-08-23,Alpha,0,0.0,1
60413,Mozambique,2021-08-23,B.1.177,0,0.0,1
60419,Mozambique,2021-08-23,Delta,1,100.0,1
60427,Mozambique,2021-08-23,Omicron,0,0.0,1
60431,Mozambique,2021-08-23,non_who,0,0.0,1
60432,Mozambique,2021-09-06,Alpha,0,0.0,15
60437,Mozambique,2021-09-06,B.1.177,0,0.0,15
60443,Mozambique,2021-09-06,Delta,15,100.0,15
60451,Mozambique,2021-09-06,Omicron,0,0.0,15
60455,Mozambique,2021-09-06,non_who,0,0.0,15
60456,Mozambique,2021-09-20,Alpha,0,0.0,14
60461,Mozambique,2021-09-20,B.1.177,0,0.0,14
60467,Mozambique,2021-09-20,Delta,14,100.0,14
60475,Mozambique,2021-09-20,Omicron,0,0.0,14
60479,Mozambique,2021-09-20,non_who,0,0.0,14
60480,Mozambique,2021-10-04,Alpha,0,0.0,9
60485,Mozambique,2021-10-04,B.1.177,0,0.0,9
60491,Mozambique,2021-10-04,Delta,9,100.0,9
60499,Mozambique,2021-10-04,Omicron,0,0.0,9
60503,Mozambique,2021-10-04,non_who,0,0.0,9
60504,Mozambique,2021-10-18,Alpha,0,0.0,2
60509,Mozambique,2021-10-18,B.1.177,0,0.0,2
60515,Mozambique,2021-10-18,Delta,2,100.0,2
60523,Mozambique,2021-10-18,Omicron,0,0.0,2
60527,Mozambique,2021-10-18,non_who,0,0.0,2
60528,Mozambique,2021-11-01,Alpha,0,0.0,2
60533,Mozambique,2021-11-01,B.1.177,0,0.0,2
60539,Mozambique,2021-11-01,Delta,2,100.0,2
60547,Mozambique,2021-11-01,Omicron,0,0.0,2
60551,Mozambique,2021-11-01,non_who,0,0.0,2
60552,Mozambique,2021-11-15,Alpha,0,0.0,1
60557,Mozambique,2021-11-15,B.1.177,0,0.0,1
60563,Mozambique,2021-11-15,Delta,1,100.0,1
60571,Mozambique,2021-11-15,Omicron,0,0.0,1
60575,Mozambique,2021-11-15,non_who,0,0.0,1
60576,Mozambique,2021-11-29,Alpha,0,0.0,4
60581,Mozambique,2021-11-29,B.1.177,0,0.0,4
60587,Mozambique,2021-11-29,Delta,1,25.0,4
60595,Mozambique,2021-11-29,Omicron,3,75.0,4
60599,Mozambique,2021-11-29,non_who,0,0.0,4
60600,Mozambique,2021-12-13,Alpha,0,0.0,14
60605,Mozambique,2021-12-13,B.1.177,0,0.0,14
60611,Mozambique,2021-12-13,Delta,0,0.0,14
60619,Mozambique,2021-12-13,Omicron,14,100.0,14
60623,Mozambique,2021-12-13,non_who,0,0.0,14
60624,Nepal,2020-08-03,Alpha,0,0.0,2
60629,Nepal,2020-08-03,B.1.177,0,0.0,2
60635,Nepal,2020-08-03,Delta,0,0.0,2
60643,Nepal,2020-08-03,Omicron,0,0.0,2
60647,Nepal,2020-08-03,non_who,2,100.0,2
60648,Nepal,2020-08-17,Alpha,0,0.0,12
60653,Nepal,2020-08-17,B.1.177,0,0.0,12
60659,Nepal,2020-08-17,Delta,0,0.0,12
60667,Nepal,2020-08-17,Omicron,0,0.0,12
60671,Nepal,2020-08-17,non_who,12,100.0,12
60672,Nepal,2020-08-31,Alpha,0,0.0,1
60677,Nepal,2020-08-31,B.1.177,0,0.0,1
60683,Nepal,2020-08-31,Delta,0,0.0,1
60691,Nepal,2020-08-31,Omicron,0,0.0,1
60695,Nepal,2020-08-31,non_who,1,100.0,1
60696,Nepal,2020-10-12,Alpha,0,0.0,1
60701,Nepal,2020-10-12,B.1.177,0,0.0,1
60707,Nepal,2020-10-12,Delta,0,0.0,1
60715,Nepal,2020-10-12,Omicron,0,0.0,1
60719,Nepal,2020-10-12,non_who,1,100.0,1
60720,Nepal,2020-11-23,Alpha,0,0.0,1
60725,Nepal,2020-11-23,B.1.177,0,0.0,1
60731,Nepal,2020-11-23,Delta,0,0.0,1
60739,Nepal,2020-11-23,Omicron,0,0.0,1
60743,Nepal,2020-11-23,non_who,1,100.0,1
60744,Nepal,2020-12-07,Alpha,0,0.0,1
60749,Nepal,2020-12-07,B.1.177,0,0.0,1
60755,Nepal,2020-12-07,Delta,0,0.0,1
60763,Nepal,2020-12-07,Omicron,0,0.0,1
60767,Nepal,2020-12-07,non_who,1,100.0,1
60768,Nepal,2021-04-19,Alpha,1,25.0,4
60773,Nepal,2021-04-19,B.1.177,0,0.0,4
60779,Nepal,2021-04-19,Delta,3,75.0,4
60787,Nepal,2021-04-19,Omicron,0,0.0,4
60791,Nepal,2021-04-19,non_who,0,0.0,4
60792,Nepal,2021-05-03,Alpha,0,0.0,17
60797,Nepal,2021-05-03,B.1.177,0,0.0,17
60803,Nepal,2021-05-03,Delta,16,94.12,17
60811,Nepal,2021-05-03,Omicron,0,0.0,17
60815,Nepal,2021-05-03,non_who,0,0.0,17
60816,Nepal,2021-05-17,Alpha,0,0.0,30
60821,Nepal,2021-05-17,B.1.177,0,0.0,30
60827,Nepal,2021-05-17,Delta,29,96.67,30
60835,Nepal,2021-05-17,Omicron,0,0.0,30
60839,Nepal,2021-05-17,non_who,0,0.0,30
60840,Nepal,2021-05-31,Alpha,0,0.0,18
60845,Nepal,2021-05-31,B.1.177,0,0.0,18
60851,Nepal,2021-05-31,Delta,18,100.0,18
60859,Nepal,2021-05-31,Omicron,0,0.0,18
60863,Nepal,2021-05-31,non_who,0,0.0,18
60864,Nepal,2021-06-14,Alpha,1,2.56,39
60869,Nepal,2021-06-14,B.1.177,0,0.0,39
60875,Nepal,2021-06-14,Delta,38,97.44,39
60883,Nepal,2021-06-14,Omicron,0,0.0,39
60887,Nepal,2021-06-14,non_who,0,0.0,39
60888,Nepal,2021-06-28,Alpha,0,0.0,14
60893,Nepal,2021-06-28,B.1.177,0,0.0,14
60899,Nepal,2021-06-28,Delta,14,100.0,14
60907,Nepal,2021-06-28,Omicron,0,0.0,14
60911,Nepal,2021-06-28,non_who,0,0.0,14
60912,Nepal,2021-07-12,Alpha,0,0.0,25
60917,Nepal,2021-07-12,B.1.177,0,0.0,25
60923,Nepal,2021-07-12,Delta,25,100.0,25
60931,Nepal,2021-07-12,Omicron,0,0.0,25
60935,Nepal,2021-07-12,non_who,0,0.0,25
60936,Nepal,2021-07-26,Alpha,0,0.0,15
60941,Nepal,2021-07-26,B.1.177,0,0.0,15
60947,Nepal,2021-07-26,Delta,15,100.0,15
60955,Nepal,2021-07-26,Omicron,0,0.0,15
60959,Nepal,2021-07-26,non_who,0,0.0,15
60960,Nepal,2021-08-09,Alpha,0,0.0,22
60965,Nepal,2021-08-09,B.1.177,0,0.0,22
60971,Nepal,2021-08-09,Delta,22,100.0,22
60979,Nepal,2021-08-09,Omicron,0,0.0,22
60983,Nepal,2021-08-09,non_who,0,0.0,22
60984,Nepal,2021-08-23,Alpha,0,0.0,43
60989,Nepal,2021-08-23,B.1.177,0,0.0,43
60995,Nepal,2021-08-23,Delta,43,100.0,43
61003,Nepal,2021-08-23,Omicron,0,0.0,43
61007,Nepal,2021-08-23,non_who,0,0.0,43
61008,Nepal,2021-09-06,Alpha,0,0.0,11
61013,Nepal,2021-09-06,B.1.177,0,0.0,11
61019,Nepal,2021-09-06,Delta,11,100.0,11
61027,Nepal,2021-09-06,Omicron,0,0.0,11
61031,Nepal,2021-09-06,non_who,0,0.0,11
61032,Nepal,2021-09-20,Alpha,0,0.0,25
61037,Nepal,2021-09-20,B.1.177,0,0.0,25
61043,Nepal,2021-09-20,Delta,25,100.0,25
61051,Nepal,2021-09-20,Omicron,0,0.0,25
61055,Nepal,2021-09-20,non_who,0,0.0,25
61056,Nepal,2021-10-04,Alpha,0,0.0,22
61061,Nepal,2021-10-04,B.1.177,0,0.0,22
61067,Nepal,2021-10-04,Delta,22,100.0,22
61075,Nepal,2021-10-04,Omicron,0,0.0,22
61079,Nepal,2021-10-04,non_who,0,0.0,22
61080,Nepal,2021-11-01,Alpha,0,0.0,5
61085,Nepal,2021-11-01,B.1.177,0,0.0,5
61091,Nepal,2021-11-01,Delta,5,100.0,5
61099,Nepal,2021-11-01,Omicron,0,0.0,5
61103,Nepal,2021-11-01,non_who,0,0.0,5
61104,Nepal,2021-11-15,Alpha,0,0.0,6
61109,Nepal,2021-11-15,B.1.177,0,0.0,6
61115,Nepal,2021-11-15,Delta,6,100.0,6
61123,Nepal,2021-11-15,Omicron,0,0.0,6
61127,Nepal,2021-11-15,non_who,0,0.0,6
61128,Nepal,2021-11-29,Alpha,0,0.0,25
61133,Nepal,2021-11-29,B.1.177,0,0.0,25
61139,Nepal,2021-11-29,Delta,22,88.0,25
61147,Nepal,2021-11-29,Omicron,3,12.0,25
61151,Nepal,2021-11-29,non_who,0,0.0,25
61152,Nepal,2021-12-13,Alpha,0,0.0,25
61157,Nepal,2021-12-13,B.1.177,0,0.0,25
61163,Nepal,2021-12-13,Delta,25,100.0,25
61171,Nepal,2021-12-13,Omicron,0,0.0,25
61175,Nepal,2021-12-13,non_who,0,0.0,25
61176,Nepal,2021-12-27,Alpha,0,0.0,4
61181,Nepal,2021-12-27,B.1.177,0,0.0,4
61187,Nepal,2021-12-27,Delta,4,100.0,4
61195,Nepal,2021-12-27,Omicron,0,0.0,4
61199,Nepal,2021-12-27,non_who,0,0.0,4
61200,Netherlands,2020-05-11,Alpha,0,0.0,214
61205,Netherlands,2020-05-11,B.1.177,0,0.0,214
61211,Netherlands,2020-05-11,Delta,0,0.0,214
61219,Netherlands,2020-05-11,Omicron,0,0.0,214
61223,Netherlands,2020-05-11,non_who,214,100.0,214
61224,Netherlands,2020-05-25,Alpha,0,0.0,226
61229,Netherlands,2020-05-25,B.1.177,0,0.0,226
61235,Netherlands,2020-05-25,Delta,0,0.0,226
61243,Netherlands,2020-05-25,Omicron,0,0.0,226
61247,Netherlands,2020-05-25,non_who,226,100.0,226
61248,Netherlands,2020-06-08,Alpha,0,0.0,144
61253,Netherlands,2020-06-08,B.1.177,0,0.0,144
61259,Netherlands,2020-06-08,Delta,0,0.0,144
61267,Netherlands,2020-06-08,Omicron,0,0.0,144
61271,Netherlands,2020-06-08,non_who,144,100.0,144
61272,Netherlands,2020-06-22,Alpha,0,0.0,98
61277,Netherlands,2020-06-22,B.1.177,1,1.02,98
61283,Netherlands,2020-06-22,Delta,0,0.0,98
61291,Netherlands,2020-06-22,Omicron,0,0.0,98
61295,Netherlands,2020-06-22,non_who,98,100.0,98
61296,Netherlands,2020-07-06,Alpha,0,0.0,91
61301,Netherlands,2020-07-06,B.1.177,0,0.0,91
61307,Netherlands,2020-07-06,Delta,0,0.0,91
61315,Netherlands,2020-07-06,Omicron,0,0.0,91
61319,Netherlands,2020-07-06,non_who,91,100.0,91
