cap.shape,cap.surface,cap.color,bruises,odor,gill.attachment,gill.spacing,gill.size,gill.color,stalk.shape,stalk.root,stalk.surface.above.ring,stalk.surface.below.ring,stalk.color.above.ring,stalk.color.below.ring,veil.type,veil.color,ring.number,ring.type,spore.print.color,population,habitat,Id,poisonous
f,y,n,True,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,s,p,5865,0
x,y,e,True,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,y,d,2563,0
x,f,y,False,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,p,5200,1
x,f,e,True,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,v,d,150,0
f,s,n,False,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,s,g,4926,0
k,s,e,False,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,1227,1
x,y,e,True,n,f,c,b,e,e,?,s,s,e,w,p,w,t,e,w,c,w,2539,0
f,f,y,False,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,d,5556,1
x,y,n,False,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,503,1
x,s,e,False,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,5378,1
f,s,n,False,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,4850,1
k,y,e,False,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,2297,1
x,f,w,False,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,s,g,2921,0
b,y,y,True,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g,5737,0
x,s,e,False,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,7753,1
x,s,w,False,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,n,v,d,2313,1
x,y,y,False,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,d,6903,1
x,y,e,False,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,7365,1
f,y,n,False,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,1289,1
b,y,w,True,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m,6965,0
f,s,e,False,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,3933,1
x,y,e,False,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,2919,1
f,y,n,False,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,7455,1
f,y,g,False,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,p,2277,1
k,y,n,False,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,5928,1
b,y,w,True,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,g,7897,0
k,s,w,False,n,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,n,g,1098,0
f,y,e,True,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,v,d,1407,0
x,y,g,False,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,p,6630,1
x,y,e,False,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,6715,1
x,y,g,False,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,g,8039,1
x,y,g,True,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,y,d,7494,0
b,f,n,False,n,f,c,n,w,e,?,k,y,w,y,p,w,o,e,w,v,d,2250,1
f,f,y,False,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,g,1414,1
x,s,y,True,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m,1743,0
x,y,n,True,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,v,d,1378,0
x,y,g,False,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,p,2391,1
f,f,n,True,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,y,d,4537,0
f,f,y,False,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,p,4500,1
x,s,w,True,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,v,g,6197,1
x,y,n,False,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,1662,1
k,y,n,False,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,4595,1
x,s,e,False,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,6184,1
x,s,w,False,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,s,g,1954,0
x,y,g,True,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,v,d,1082,0
x,f,n,True,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,y,d,536,0
f,f,y,False,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,p,1197,1
x,s,g,False,n,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,s,g,260,0
b,s,b,True,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,m,3038,1
x,y,y,True,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g,1062,0
f,f,g,True,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,y,d,2859,0
x,f,y,False,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,g,6156,1
k,s,e,False,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,5465,1
f,y,n,True,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,y,d,7180,0
x,y,p,True,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w,6860,0
x,s,w,True,f,f,c,b,w,t,b,s,f,w,w,p,w,o,p,h,v,g,2199,1
b,s,w,False,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,s,g,146,0
x,y,n,True,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,p,998,0
f,f,e,True,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,y,d,5065,0
f,y,y,False,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,g,7290,1
x,s,e,False,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,4755,1
x,f,w,False,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,a,g,6869,0
k,s,e,False,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,4307,1
f,y,y,True,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,g,293,0
x,y,g,False,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,g,6571,1
x,s,g,False,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g,3363,0
f,y,e,False,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,5792,1
b,s,g,False,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,n,g,816,0
x,s,n,False,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,1580,1
b,s,n,False,n,f,c,b,w,e,b,y,y,n,n,p,w,t,p,w,y,d,3196,0
x,f,g,True,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,v,d,5589,0
x,f,e,True,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d,4710,0
k,s,e,False,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,6734,1
x,y,y,True,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,p,1030,0
x,y,g,True,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,v,d,6407,0
b,s,w,True,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m,5264,0
f,f,y,False,n,f,c,n,w,e,?,k,y,w,y,p,w,o,e,w,v,d,6345,1
f,y,g,False,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,d,8008,1
f,y,g,False,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,p,245,1
f,f,g,False,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,g,716,1
f,y,n,False,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,7785,1
f,s,w,True,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,v,u,1441,1
k,s,w,False,n,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,s,g,5204,0
x,y,n,False,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,4902,1
k,s,n,False,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,3116,1
x,s,w,False,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,s,g,5183,0
x,f,g,False,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,p,1881,1
k,s,n,False,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,n,c,l,7469,0
f,y,e,False,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,4646,1
x,s,y,True,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m,5952,0
k,s,e,False,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,2924,1
f,f,y,False,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,g,1622,1
f,f,g,True,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,v,d,4004,0
k,s,p,True,n,f,c,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w,5503,0
f,f,g,True,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,y,d,4526,0
f,y,n,False,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,7111,1
f,f,n,False,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,s,g,2355,0
f,s,e,False,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,4950,1
f,y,e,False,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,5144,1
f,y,g,False,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,p,6772,1
k,s,n,False,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,n,c,l,4247,0
f,f,g,True,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,v,d,5457,0
x,s,g,False,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,s,g,4183,0
s,f,g,False,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,y,u,5925,0
f,f,g,False,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,p,2675,1
f,y,g,False,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,p,1157,1
f,s,g,False,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g,4076,0
f,s,e,False,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,4095,1
b,y,w,True,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g,4311,0
f,y,n,True,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,y,d,8063,0
f,f,g,False,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,s,g,1746,0
f,s,b,True,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,v,g,1127,1
x,f,e,True,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,y,d,3970,0
f,f,g,False,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,d,568,1
x,y,n,False,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,4284,1
b,s,n,False,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,b,v,l,1661,0
x,f,g,False,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,d,6832,1
k,s,e,False,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,5826,1
f,f,g,False,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,d,2023,1
k,y,e,False,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,2584,1
f,y,g,True,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,y,d,7839,0
x,y,g,False,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,d,7419,1
f,s,e,False,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,6761,1
x,f,n,True,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,v,d,3578,0
f,f,e,True,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,v,d,6271,0
x,f,g,False,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,p,3656,1
x,y,y,True,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,m,1226,0
f,y,y,False,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,p,6482,1
x,s,n,False,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,6652,1
f,f,y,False,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,g,3039,1
x,s,g,False,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,k,s,d,6122,1
f,s,n,False,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,2024,1
x,f,g,False,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,s,g,979,0
f,y,w,True,n,f,c,b,r,e,b,s,s,w,w,p,w,t,p,r,v,g,6706,1
x,f,e,True,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,v,d,5707,0
x,s,w,True,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d,198,0
x,f,n,False,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,k,y,u,3284,0
x,y,n,True,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,s,g,6363,1
f,y,g,True,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,v,d,1951,0
f,y,n,False,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,2873,1
x,s,e,False,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,4374,1
x,y,y,True,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,s,g,1712,0
x,f,e,True,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,y,d,7454,0
b,y,w,True,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,m,3910,1
x,y,e,True,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,y,d,5297,0
x,s,y,True,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m,5594,0
x,s,n,False,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,2590,1
x,s,w,True,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,g,7620,0
x,f,g,False,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,k,s,d,6120,1
f,s,b,True,n,f,c,b,r,e,b,s,s,w,w,p,w,t,p,r,v,g,6376,1
k,s,e,False,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,5608,1
f,y,g,False,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,g,7799,1
f,y,n,True,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,y,d,3326,0
x,f,g,False,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,d,4344,1
x,y,e,False,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,5985,1
x,f,n,False,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,s,g,7970,0
f,y,n,True,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,s,p,3303,0
f,y,e,False,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,59,1
f,y,n,True,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,g,4572,1
x,y,n,False,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,7759,1
x,y,g,False,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,d,7816,1
k,s,g,False,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,n,g,43,0
x,f,g,True,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,v,d,6684,0
x,f,g,False,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,v,u,4345,0
k,y,y,False,n,f,c,n,w,e,?,k,y,w,y,p,w,o,e,w,v,d,65,1
f,f,e,True,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d,761,0
f,y,n,False,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,2324,1
f,y,g,True,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,v,d,5052,0
k,y,n,False,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,2490,1
x,s,g,True,f,f,c,b,w,t,b,s,f,w,w,p,w,o,p,h,v,u,2501,1
f,y,n,True,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,g,219,0
f,y,e,False,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,6386,1
f,f,n,True,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,y,d,3464,0
f,s,g,False,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,s,g,5847,0
k,y,n,False,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,6097,1
x,s,w,True,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d,5844,0
x,y,e,True,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,v,d,6606,0
x,y,n,True,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,s,g,3754,0
k,s,n,False,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,4684,1
x,y,y,False,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,d,91,1
f,s,n,False,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,a,g,3622,0
x,s,n,True,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,u,7922,1
f,y,y,False,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,d,6024,1
f,f,y,False,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,p,84,1
f,f,w,False,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,a,g,5021,0
f,s,g,True,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,s,g,2868,1
f,y,n,True,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,g,1894,0
f,y,g,True,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,v,d,7404,0
f,f,e,True,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,v,d,4224,0
k,s,n,False,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,n,v,l,4527,0
x,f,g,False,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,n,s,d,5564,1
x,f,g,True,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,v,d,4343,0
x,y,e,False,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,7848,1
x,f,w,False,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,n,g,7073,0
k,y,n,True,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w,2343,0
f,y,n,False,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,6196,1
x,y,n,True,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,v,d,7068,0
x,f,e,True,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,y,d,5164,0
f,y,y,False,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,d,255,1
k,s,n,False,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,6488,1
f,y,e,True,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,v,d,3428,0
x,y,g,False,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,p,2305,1
x,s,n,True,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p,6901,0
x,y,e,True,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,v,d,5628,0
b,s,n,False,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,n,c,l,1538,0
b,s,n,False,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,y,v,l,1955,0
x,y,w,True,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,v,u,637,1
k,y,e,True,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w,1642,0
f,s,e,False,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,6695,1
f,y,g,False,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,g,4199,1
f,f,g,False,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,g,2626,1
f,f,w,False,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g,671,0
x,s,y,True,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g,609,0
f,f,e,True,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,v,d,4425,0
b,s,n,False,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,o,c,l,1896,0
f,y,y,False,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,p,1965,1
k,s,n,False,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,7740,1
f,y,w,True,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,u,5157,1
f,y,p,True,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w,505,0
x,s,y,True,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m,8032,0
f,s,w,True,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,s,u,6633,1
f,f,e,True,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,v,d,1379,0
x,y,e,True,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,v,d,2735,0
x,s,b,True,n,f,c,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w,300,0
f,f,e,True,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,y,d,4105,0
f,y,g,True,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,v,d,1942,0
f,y,y,True,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,g,5235,0
x,s,n,False,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,a,g,2303,0
f,y,g,False,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,p,4489,1
x,s,p,True,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w,5083,0
f,s,n,True,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,u,765,1
f,s,g,False,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,s,g,7101,0
x,f,g,False,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,g,4510,1
x,f,g,False,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,a,g,6037,0
f,f,y,False,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,p,4836,1
f,y,g,False,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,p,54,1
x,y,e,False,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,7578,1
x,y,c,False,n,f,w,n,w,e,b,f,f,w,n,p,w,o,e,w,v,l,4734,0
f,f,e,True,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,y,d,7777,0
x,y,e,False,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,6877,1
k,s,e,False,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,7783,1
f,y,g,False,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,g,1690,1
f,f,g,False,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,p,6601,1
x,y,y,False,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,p,6763,1
f,f,n,True,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,y,d,6717,0
f,s,n,False,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,s,g,7241,0
x,s,w,True,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m,5646,0
x,y,e,True,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,v,d,2765,0
f,f,g,False,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,p,6295,1
f,f,g,False,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g,485,0
x,y,n,True,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,v,d,3785,0
x,y,y,False,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,p,7064,1
f,y,n,True,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,y,d,6739,0
f,f,e,True,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,v,d,3590,0
f,y,n,False,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,4652,1
k,s,e,False,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,519,1
f,f,g,False,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,s,g,4330,0
f,y,c,False,n,f,w,n,w,e,b,s,s,w,n,p,w,o,e,w,v,l,6443,0
f,s,w,True,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,s,g,4771,1
x,s,n,False,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,7782,1
f,f,g,False,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,g,1750,1
k,y,p,True,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w,6028,0
x,f,y,False,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,g,6117,1
x,f,n,False,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,s,g,1458,0
x,f,p,False,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,k,v,d,7385,1
f,s,b,True,f,f,c,b,p,t,b,s,s,w,w,p,w,o,p,h,s,u,474,1
k,y,n,False,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,3433,1
x,s,e,False,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,5345,1
f,s,g,False,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,a,g,2562,0
x,f,g,False,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g,5392,0
f,y,n,False,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,6937,1
f,s,n,False,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,y,v,l,3908,0
f,s,e,False,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,1616,1
x,s,n,False,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,a,g,5014,0
f,y,y,True,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,g,195,0
x,s,n,False,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,o,c,l,1928,0
b,s,g,False,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,s,g,5318,0
k,y,e,False,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,557,1
k,s,e,False,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,5486,1
x,f,w,False,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,s,g,539,0
x,y,g,False,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,g,6479,1
x,y,y,False,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,g,6523,1
f,s,w,True,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,s,g,921,1
